"","CLFT001.rep1","CLFT001.rep2","CLFT001.rep3","CLFT023.rep1","CLFT023.rep2","CLFT023.rep3","CLFT026.rep1","CLFT026.rep2","CLFT026.rep3","CLFT044.rep1","CLFT044.rep2","CLFT044.rep3","JEL410.rep1","JEL410.rep2","JEL410.rep3","JEL422.rep1","JEL422.rep2","JEL422.rep3"
"BDET_08381",157.074865395326,277.538883636318,425.037157530675,450.213901288021,356.249462895596,167.066965849814,87.6675505728705,34.7818163620677,84.7403664242687,471.381116810355,403.458346016536,571.969059873339,362.099479346442,304.436183205094,339.683162379791,14.3950010300603,20.228012333675,34.5046888326595
"BDET_08382",93.2126506169689,272.155773684309,310.283488378802,335.681819292876,292.026118789347,173.509521366979,321.74392016831,216.426482923793,184.754924698596,330.429314159837,319.265463745249,360.70976970785,168.353696923782,243.730378142889,310.296095708874,45.9238113977088,60.2506365252857,82.7906912785267
"BDET_08383",58.2042246526671,135.444181792489,134.072955797461,92.4868286990708,121.88992912352,37.5588675363407,67.13469869257,27.5966727846296,41.0187732853317,142.925617661248,110.635960437515,118.956535979519,103.725749540243,107.883100719401,154.880296840683,10.993360814169,12.3250720843321,22.0278170347627
"BDET_08384",0,7.36117805083984e-05,0,3.30037088830956,30.6192994228117,12.3394605368059,26.7755680524197,0.0217099830369509,10.262807171839,8.30601010987011,0,0,6.6730727805133,8.62995235277093,11.5315226321526,3.28224291365848,10.4454527066514,17.4511838679207
"BDET_08385",4.90928074825047,6.49077284474484,0,0,9.90865382489889,0.00131219403005902,2.90879667725985,0,0,0,0,0,0,0,8.17970183511662,4.70034127914774,0,0
"BDET_08386",0,2,3,9,4,3,3,2,3,6,4,10,3,3,7,0,0,0
"BDET_08387",69,106,133.5,113,167,57.5,46,22.5,25.5,163,182,153,42,43,36,16.5,29,39
"BDET_08388",320.224574029666,438.220281697674,551.256379993992,192,208,101,186.542424991925,119,119.652878803527,542.049018598239,465.87257904584,510.028234274708,147,194,255,49,62,159
"BDET_08389",15.4298853010738,20.5223519846588,39.5990058735014,0,2.23978615701793,0,6.73628770548908,2.32468338220892,0,21.1435589491385,8.24494078148156,16.2313961845949,0,3.55465760434101,0,9.19537374960832e-08,0,0
"BDET_08390",27.0053646998643,27.0679693540625,68.6425958127057,47.1536538853262,45.3433105522926,23.9987340424537,45.6977590691796,18.2521176111662,20.2207236819676,24.3399164519321,22.3742145298026,33.4206599720726,32.8424110955427,45.971409441001,49.1123145219839,29.8618933135426,31.8486024760764,68.5303573767995
"BDET_08391",25.2189070373197,35.6549331089592,65.3516783421489,17.5488023894356,27.7810356569737,10.1784421337475,13.1998299127792,3.10561716245207,4,86.1131503730247,75.6767838499755,64.6776730926678,6.19815958932176,9.84505959999049,13.6217806796502,4,2,5
"BDET_08392",255.020517698873,356.230323994546,571.722615626159,609.748069210085,971.61958766325,390.409722484933,127.786658228239,48.5688210573324,71.1118097188369,839.208741485284,639.87356551502,709.857205704662,153.516749267275,159.804610754713,140.550940278862,172.373696359118,104.541078446173,277.623509147229
"BDET_08393",69,106,133.5,113,167,57.5,46,22.5,25.5,163,182,153,42,43,36,16.5,29,39
"BDET_08394",1141.09071925175,1832.50922715526,2534,503,562.091346175101,366.99868780597,380.09120332274,129,193,652,601,843,664,821,842.820298164883,188.299658720852,312,540
"BDET_08395",337,513,853,176,173,104,145,51,64,210,199,261,339,356,345,85,93,183
"BDET_08396",59,89,116,104,83,49,67,35,48,139,85,144,104,68,113,4,8,7
"BDET_08397",11.1974349591273,15.8289622261044,20.4993239127092,0,4.72212912032024,4.5319259401048,3.90743722095894,1.61580665563288,0.334242176671995,5.85221980715086,9.97076432947196,6.76321064165813,12.1964625139035,6.05655104692113,3.76289914722705,0,1.70997852749479,8.55212700437112
"BDET_08398",417,667,788,792,709,334,311,158,247,546,452,782,502,422,542,37,48,85
"BDET_08399",397,609,855,508,405,227,178,56,128,610,541,651,399,405,481,9,26,33
"BDET_08400",292,649,896,544,503,222,177,86,127,673,532,779,426,382,506,17,22,41
"BDET_08401",318,578,699,295,292,165,100,69,107,332,376,491,282,250,370,10,14,40
"BDET_08402",347,538,717,414,354,237,150,57,103,392,343,463,303,289,361,14,19,30
"BDET_08403",395,560,742,747,723,308,265,112,220,742,547,1109,440,482,652,34,36,84
"BDET_08404",213,433,566,72,89,71,91,35,44,131,128,161,190,222,247,43,68,118
"BDET_08405",200.802565040873,245.171037773896,535.500676087291,88,92.2778708796798,75.4680740598952,115.092562779041,40.3841933443671,61.665757823328,110.147780192849,89.029235670528,128.236789358342,179.803537486097,209.943448953079,221.237100852773,48,74.2900214725052,144.447872995629
"BDET_08406",76,147,169,97,79,35,39,12,26,101,99,131,98,82,108,4,10,12
"BDET_08407",370,525,821,341,336,184,145,51,101,527,444,600,352,312,458,16,47,50
"BDET_08408",132,255,407,178,175,128,164,75,107,275,284,358,244,214,248,32,57,87
"BDET_08409",695,1016,1454,1672,1569,710,555,238,508,1417,1271,1931,1222,1103,1463,50,66,141
"BDET_08410",356,449,702,483,625,288,421,319,250,464,455,540,507,496,562,247,302,631
"BDET_08411",128,255,288,206,219,102,139,109,99,153,176,231,188,162,227,50,59,97
"BDET_08412",214,398,545,642,523,174,193,99,173,519,451,691,447,361,452,25,18,43
"BDET_08413",290,407,536,1131,1029,500,611,265,474,1120,957,1555,808,793,936,69,91,211
"BDET_08414",2659,4235,6014,8790,7336,3292,2747,1132,2305,7580,6302,9978,5533,5346,7150,196,252,471
"BDET_08415",513,828,1266,491,574,247,517,309,248,708,700,684,568,752,826,193,243,395
"BDET_08416",627,1052,1392,967,772,429,441,189,331,868,759,1144,864,808,1110,62,87,159
"BDET_08417",197,460,682,475,397,191,175,86,156,363,379,531,447,330,532,19,35,52
"BDET_08418",215,295,451,403,393,150,168,72,161,415,323,498,263,295,372,11,33,53
"BDET_08419",11,17,29,17,26,4,7,4,3,22,12,23,10,8,11,1,1,2
"BDET_08420",558,738,1040,580,573,257,118,49,112,618,542,828,489,530,623,28,45,93
"BDET_08421",401,584,663,1368,1010,408,563,271,402,783,489,1016,407,488,695,25,47,72
"BDET_08422",5141,8771,9945,17485,14036,5619,7358,3356,5163,12891,9222,14823,7253,8300,12333,266,435,839
"BDET_08423",929,1420,1952,1734,1544,748,610,315,504,1871,1687,2406,1508,1312,1716,211,216,400
"BDET_08424",807,1159,1500,1368,1306,628,386,178,363,1474,1247,1709,1024,1025,1293,40,79,155
"BDET_08425",2193,3323,4633,4235,3717,1689,1386,526,1168,4107,3598,5703,3439,3400,4095,197,275,484
"BDET_08426",0,4.01657029827341,2.57003188601982,21.7892106264349,19.8159725893637,17.462375223032,32.5839204705535,7.14158005408333,15.2678971838379,4.09591266795763,5.63968971188006,5.64802153156557,8,6,11.9165276535428,0,0,5.25321397436412
"BDET_08427",0,0,0.0157986597861819,1.2107893735651,5.08009070299229,1.92456017713417,9.57940863078761,2.85841994591667,3.31806480209813,0.0686938299305991,4.545741247723,0,0,0,1.08347234645722,7.64958002983143,5,1.74678602563588
"BDET_08428",0,4.0373491413265,2.54705957202726,0,1.3170026785417,1.61306459983382,8.32880535376714,0,2.62291927864156,0.955435227314335,0,4.49918823436302,0,0,0,0,0,0
"BDET_08429",76,68,124,195,202,91,91,30,59,184,122,203,103,111,148,9,4,17
"BDET_08430",146,246,303,350,294,159,146,80,128,319,252,342,230,217,270,6,10,40
"BDET_08431",28,44,56,52,35,26,29,9,20,43,47,46,27,37,21,1,6,9
"BDET_08432",679,906,1213,1255,1135,471,306,118,317,1317,1096,1709,1066,956,1310,28,58,88
"BDET_08433",397,651,931,307,340,226,147,58,93,228,215,321,397,416,455,85,137,279
"BDET_08434",321,422,651,947,1408,651,952,589,361,158,230,166,2950,3998,3745,4761,5222,7728
"BDET_08435",381,518,744,589,520,262,202,114,178,568,493,759,441,407,519,26,33,57
"BDET_08436",649,1004,1340,1850,1592,848,962,417,691,1361,1130,1575,1213,1084,1489,33,63,137
"BDET_08437",1,7,7,18,19,7,6,4,13,3,2,4,13,16,18,3,11,17
"BDET_08438",26,49,88,319,382,179,200,137,133,374,226,262,395,286,224,86,125,264
"BDET_08439",568,914,1329,1025,955,490,290,118,211,1062,940,1368,847,737,933,34,48,92
"BDET_08440",917,1478,2258,2153,1870,1148,869,396,671,2092,1680,2651,1913,1678,2168,93,133,277
"BDET_08441",53,55,109,143,116,89,103,50,66,114,79,114,139,132,144,11,12,31
"BDET_08442",23.5714800275222,30.7733190499245,45.0482733052338,21.709432067001,15.6155800932664,6.6568052549791,19,8.20952366631241,15.1111884112669,17.7903904301471,22.8811689396678,20.3438190938193,7.68896961199191,14.7097890813239,15.5208984243586,7,6,7.14295413647994
"BDET_08443",58.4690810960445,89.2839950422811,110.403564167302,80.6245188307502,100.096579581773,33.4807218464333,98.8812413539857,63.5528884066428,39.3467105177751,58.6899322239024,51.3945495138569,61.7136299077729,61.1534512890833,89.2040522958198,82.262834242572,36.4014060707831,45.9150692868764,82.2141613549297
"BDET_08444",0,0,1,0,1,1,0,0,1,4,0,0,1,0,0,0,0,0
"BDET_08445",1,2.64363405455218,2,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"BDET_08446",298.618419703998,401.589090887081,608.578933732757,4113.17433658557,4945.09606367129,1995.3525363491,1013.74517714926,582.819039399979,663.986542521619,518.165677406039,435.887864266818,502.910977363382,818.970254043271,1075.6707346765,1073.3462140487,565.651899771613,653.001240954783,1070.45003790177
"BDET_08447",1,0,2,4,3,1,1.92579371640454,0,0,0,0,1,1,1,0,0,0,0
"BDET_08448",87.2061109226224,99.5082197744401,177.208520986964,452.312411222844,389.958334637435,202.568867572506,244.385121319014,106.054214071578,146.801053440793,73.3958813002392,44.3964108760998,95.520616113516,212.435319218191,217.294220077939,332.828242187872,6.66431758671507,18.1382178504606,36.4263765397482
"BDET_08449",0,0,0,17,15,9,38,17,28,0,0,0,13,9,13.5945976154759,0.999535841192459,2,5
"BDET_08450",5.68738522094966,2.26140111331634,1.0777543315122,180.004435945874,146.424567699593,88.52162725465,89.5243630337324,47.601101708871,53.2877130900413,11.0737711577814,10.0078618151939,17.6824053640093,88.8596005449367,100.574399830634,139.454637358707,6,1,14.6950821914595
"BDET_08451",16.056371884007,18.7361289016959,42.3157376357168,309.36339025967,286.313291239127,164.202220757049,148.291353040887,78.0703596405325,107.636787781143,45.3860506322376,32.4010585861824,46.3789873532754,167.764153806127,214.222387044667,239.258612166757,24.2962699600685,20.9998072105765,43.3777852885291
"BDET_08452",24,32,38,27,35,17,25,21,28,43,30,47,15,17,24,3,16,11
"BDET_08453",29.5175345567832,29.3665510270158,58.277779816159,184.875216288898,181.184515935079,96,119.773890324167,41,64,104.235369758603,87.9947715591484,127.412117413901,87.8802125541221,93.7378991010049,103.219980794343,2,1,9
"BDET_08454",1,1,0,6,10,3,10,4,6,0,0,0,2,3,5,1,0,4
"BDET_08455",385,621,774,418,379,204,248,128,159,433,415,558,210,203,250,58,71,125
"BDET_08456",174,354,462,235,255,118,146,53,104,301,257,391,144,114,162,24,42,77
"BDET_08457",52,129,171,81,65,34,46,26,23,92,102,130,41,28,34,7,12,16
"BDET_08458",27.5424345693285,34.2024910743406,59.9099508499972,98.8819329320309,55.6151553180006,18.7505250785173,45.1634670051608,23.7105145258787,42.8310946637904,63.7761985665501,50.0260241321488,112.921200753144,46.469024873682,10.6634009246023,54.7311455144527,0,3.60148710050062,5.99523771934569
"BDET_08459",23.2146855245445,49.7527392022698,77.1523606764291,78.653589065889,72.475724723582,47.9595339699153,51.0580841608696,24.8088395512033,28.1221935494066,46.0222382197159,30.9327254126091,50.601649024578,12.1485768741621,22.5562404409048,41.7027268309345,19.6908336417763,17.9847465850309,34.2924487036957
"BDET_08460",108,179,234,348,494,207,313,261,221,643,640,781,194,201,255,89,83,200
"BDET_08461",17,32,61,46,37,23,25,21,27,61,67,112,13,15,15,0,5,3
"BDET_08462",112,258.641450462147,325.870719278365,286.198013066633,273.464756207921,174.745053839641,180.150983882765,91.6311747582951,122.305638888935,142.966387346687,129.926369018544,179.116267312341,86,70,75,24,26,49
"BDET_08463",0,12.3585495378532,8.1292807216352,3.80198693336674,12.5352437920793,8.25494616035922,3.8490161172346,1.36882524170489,1.69436111106516,11.0336126533131,11.0736309814558,23.8837326876588,0,0,0,0,0,0
"BDET_08464",110,212,249,222,189,76,87,29,66,169,146,224,72,72,85,2,4,7
"BDET_08465",478,990,1622,2097,2963,1000,1761,1135,995,1595,1466,1904,936,1035,914,571,682,969
"BDET_08466",959,1532,2535,3210,4870,1655,2607,1696,1410,2748,2439,2821,1503,1653,1488,938,1032,1533
"BDET_08467",1429,2054,3185,4440,6640,2402,3362,2250,1773,3438,2897,3716,1674,2233,2078,1294,1276,2050
"BDET_08468",32,70,107,147,105,89,61,24,47,85,107,130,42,48,56,6,2,8
"BDET_08469",102,157,193,240,239,117,117,67,92,219,160,233,80,67,131,5,2,18
"BDET_08470",1144,1930,2672,3500,4335,1567,3547,2296,1866,3414,3022,3275,1417,1666,1934,463,646,775
"BDET_08471",693,1068,1599,1259,1512,609,632,539,441,1062,967,1259,391,471,567,160,192,362
"BDET_08472",1089,1797,2235,2082,1925,979,807,495,667,1993,1639,2752,633,578,835,107,116,220
"BDET_08473",21,43,53,23,25,5,20,12,19,51,54,65,6,8,14,0,5,3
"BDET_08474",0,2,2,0,0,0,2,1,1,0,0,4,0,0,0,0,0,0
"BDET_08475",62,175,111,150,174,10,102,45,93,59,42,76,31,39,27,7,15,13
"BDET_08476",0.0937523454881696,0,0.159095539988596,0.159095539989329,0,1,1.15909553998859,0,0,3.66359228346549,0,0.0573494819903112,0,0.0795477699942966,0,0,0,0.0795477699958465
"BDET_08477",3.35558890560712,4.59889948467189,3.8409044600114,3.84090446001067,3,0,3.84090446001141,0,1,0,1.41329692602423,2.37971074659113,2,1.9204522300057,2,1,1,1.92045223000415
"BDET_08478",729,1189,1638,750,913,507,389,237,261,1250,1038,1340,504,516,607,214,204,392
"BDET_08479",79,127,171,64,54,29,50,23,51,99,71,130,30,25,44,3,3,7
"BDET_08480",1.25264998283064,3.40110051532811,2,0,0,1,2,0,0,5,4.08067295006796,8.36037291262113,1,1,1,0,0,0
"BDET_08481",5,6,8,0,4,0,7,2,3,6,4,7,0,1,2,0,0,0
"BDET_08482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BDET_08483",2,2,2,1,2,0,0,1,1,0,3,0,0,0,0,0,1,0
"BDET_08484",0,1,1,0,3,0,4,1,0,0,1,0,0,0,0,2,0,1
"BDET_08485",95,94,168,40,45,31,27,10,16,41,30,41,74,95,110,27,21,76
"BDET_08486",1200,1916,2595,2606,2348,1176,769,366,608,2209,1763,3099,1913,1810,2287,212,276,387
"BDET_08487",1389,1979,2657,2073,2345,1025,794,527,612,2500,2146,2689,1700,1899,1926,620,745,1009
"BDET_08488",1618,2305,3065,3040,3791,1605,1767,1122,1224,2607,2328,3197,2674,3350,3435,988,1022,1598
"BDET_08489",108,145,176,187,202,109,79,42,58,230,149,248,175,141,207,7,12,18
"BDET_08490",166,299,354,680,697,321,418,177,277,589,415,586,342,394,438,108,148,225
"BDET_08491",176,218,310,408,325,166,123,58,102,323,264,409,227,212,283,9,30,40
"BDET_08492",174,241,324,273,234,107,122,49,103,297,231,333,164,138,194,9,7,19
"BDET_08493",93,124,168,229,219,119,82,40,56,202,140,223,161,135,194,4,11,21
"BDET_08494",28,32,72,14,18,8,22,6,5,21,16,27,36,39,43,11,10,25
"BDET_08495",3995,6743,8897,5380,4945,2405,2169,866,1780,5256,4885,7591,4606,4557,5181,419,671,1138
"BDET_08496",57,123,116,136,108,70,40,15,42,105,119,151,106,104,141,7,12,21
"BDET_08497",12363,15855,25856,3304,3877,3268,1010,372,1047,7331,7243,12896,2797,2859,2832,202,241,506
"BDET_08498",667,1295,2104,277,358,295,97,29,81,611,609,1001,312,258,232,21,25,46
"BDET_08499",11539,16846,22895,15143,22276,8008,11037,7394,5984,17374,15427,20279,12004,16294,16344,4129,4877,7970
"BDET_08500",192,280,351,157,127,99,78,36,65,179,206,315,146,189,204,13,23,43
"BDET_08501",446,598,921,854,804,373,297,144,242,855,753,1222,516,555,705,23,42,67
"BDET_08502",1222,1972,3179,4253,7323,2720,4429,2664,2284,5555,4959,4575,5453,6843,6887,1978,2307,3298
"BDET_08503",998,1649,2144,1598,1521,850,619,274,503,1872,1513,2121,1179,1122,1461,71,125,230
"BDET_08504",30,49,57,74,56,33,32,6,19,76,63,100,42,45,53,2,3,3
"BDET_08505",893,1376,1952,944,861,381,343,116,304,1140,981,1490,936,848,966,72,116,206
"BDET_08506",42,64,52,61,54,14,29,9,14,59,54,99,33,50,63,3,13,28
"BDET_08507",943,1234,1760,2193,3195,1224,1120,702,641,1719,1521,1765,1806,2295,2314,830,812,1344
"BDET_08508",478,523,624,965,970,507,507,259,418,1153,891,1419,489,570,775,86,91,179
"BDET_08509",209,220,373,200,218,174,80,16,58,299,316,467,225,229,239,20,27,67
"BDET_08510",1420,2704,3625,1952,1710,1083,518,204,481,1866,1896,2823,1743,1770,2136,118,168,383
"BDET_08511",1072,1655,2846,509,543,397,620,173,261,605,561,783,1006,1109,1204,333,532,986
"BDET_08512",495,750,1033,508,493,192,195,94,156,719,618,880,427,396,486,24,52,85
"BDET_08513",660,1096,1419,1486,1220,642,450,184,337,969,962,1347,1080,1033,1374,59,86,164
"BDET_08514",24,38,46,10,16,19,14,1,12,13,17,18,12,27,20,4,3,23
"BDET_08515",498,728,887,576,727,310,391,241,194,758,627,937,445,542,652,280,221,484
"BDET_08516",750,960,1205,983,848,385,404,165,339,1114,837,1476,623,704,901,29,34,87
"BDET_08517",730,1139,1728,254,262,193,261,83,167,324,368,447,631,663,686,161,246,474
"BDET_08518",82,139,193,63,53,43,31,12,24,60,88,88,73,77,105,9,24,33
"BDET_08519",322,519,683,703,751,353,271,177,222,599,525,672,460,456,508,359,378,636
"BDET_08520",311,377,627,162,212,126,98,37,97,337,271,392,239,221,292,49,66,139
"BDET_08521",2387,4217,4680,5505,4501,1653,2232,1033,1680,4710,3548,5755,2379,2272,3460,108,172,332
"BDET_08522",1247,2029,2413,2308,2291,1102,1179,597,797,2171,1844,2871,1801,1886,2365,541,712,1048
"BDET_08523",725,1324,1879,1845,1926,687,936,526,563,1855,1617,2321,1556,1445,1694,419,481,725
"BDET_08524",152,308,432,268,296,131,152,50,139,442,436,530,307,281,378,34,55,108
"BDET_08525",238,363,445,399,327,192,191,75,132,535,449,587,352,363,462,57,64,122
"BDET_08526",1433,1802,2250,2669,2370,1126,1147,588,725,2353,1781,2674,1548,2129,2365,523,581,789
"BDET_08527",1266,1516,2266,2970,4593,1771,2675,1603,1342,2940,2460,2584,2607,3754,3419,1848,2146,3197
"BDET_08528",104,161,233,202,187,102,77,24,56,223,187,272,166,147,196,0,8,20
"BDET_08529",307,539,776,490,471,251,224,98,161,550,407,618,429,375,587,41,52,92
"BDET_08530",550,1160,1737,1462,1243,566,399,173,326,1438,1251,1996,1168,942,1204,41,81,133
"BDET_08531",3374,5630,7672,7747,6479,3224,2624,1130,2157,6597,5556,9585,5238,4936,6319,239,360,718
"BDET_08532",83,97,137,41,39,45,43,12,33,39,34,40,109,108,131,21,35,73
"BDET_08533",2,10,13,23,24,16,73,61,39,28,20,14,10,5,6,38,76,85
"BDET_08534",359.363585419053,453.534613000829,682.287781403694,515.008663147671,649.612238393901,283.589948916704,987.61700439838,716.125793405434,496.461887759453,797.319997956099,725.604050620379,1019.24810112287,394.409137262621,464.037764660898,460.47227219285,516.17880156663,725.147824833346,1235.92960241899
"BDET_08535",3898.81104347057,4587.55144312152,7837.21788424221,8285.47263697243,10823.9631731828,4285.5628983835,5487.08781195126,4135.68038215428,2126.54828403809,4902.51355673841,5157.57913468152,3825.80307583288,12579.6401543347,19709.436493695,18307.3035231671,4378.95743104322,4506.88904496342,7072.83498922738
"BDET_08536",4118,6398,9545,8806,8106,3768,4193,2017,3154,8121,6953,10584,6127,6184,7468,878,1227,2016
"BDET_08537",1,0,1,0,0,0,2,0,2,1,0,0,0,1,0,0,0,1
"BDET_08538",7,6,13,5,2,1,5,2,3,4,12,11,12,6,11,2,2,2
"BDET_08539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_08540",0,0,0,4.02785639206651,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_08541",39.7264396095198,76.6972222758605,121.565666697629,206.645632320547,202.9885295835,94.5355891776275,19.9261499544462,7.36225011910525,7.07057446563656,73.4651188890761,65.3729772438469,41.7578017107867,29.7866657686291,34.3758353537853,41.6499337941567,4.5888306974306,4.42966120336298,4.20349804517928
"BDET_08542",0.5,0,0,0,0,0,0.25,0,0,0.5,0,0.5,0,0,0,0,0,0
"BDET_08543",0,8,13.4560679262033,0,0,0,1,0,0,10.2718706899432,10.3455796257529,22,0,0,0,0,0,0
"BDET_08544",0,0,0,0,0,1,0,0,0,0,0,1.05461503780311,0,0,0,0,0,0
"BDET_08545",0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,0,0,0
"BDET_08546",20.711832528708,42.2138164322512,37.3249480534453,40.4135855522887,22.0707787218853,14.6344654288958,19.6205109736458,9.8742241411045,8.80047524327744,45.1180518041306,35.1553549888943,73.2907937254258,9.24307265680843,20.7207806660575,12.1478441511145,6.52852200728056,2.91571541708221,12.1461490984951
"BDET_08547",16.9999994946351,8.40671888832274,29.909200504497,0,0,0,0.99983781134405,0,0,8.54948805608527,9.04071665418469,7.15877552598897,0,0,0,0,0,0
"BDET_08548",3,3,0,0.978960611562363,1.05736774772015,0,0,0,0,12,5,8,0,0,0,0,0,0
"BDET_08549",1,0,0,0,0,0,0,0,1.69853553501441,1,0,2,0,0,0,0,0,0
"BDET_08550",69,88,138,344,302,157,134,65,133,363,352,501,146,104,160,42,84,166
"BDET_08551",170,202,328,90,118,73,64,28,39,109,102,151,157,138,153,27,46,101
"BDET_08552",1432.23517206675,2024.54225569144,2644.84083055802,3060.59014941464,2678.42574999047,1411.55656822798,1511.77565945139,683.864159377052,1111.2858807295,2732.46712356238,2142.84180723239,3440.94689646324,1871.13600971495,1933.92215349385,2609.89717021455,130.323690132595,214.669471436708,434.472446432186
"BDET_08553",1564.76482793325,2384.45774430856,2950.15916944198,3162.40985058536,2503.57425000953,1408.44343177202,1612.22434054861,667.135840622948,1190.7141192705,2752.53287643762,2399.15819276761,3569.05310353676,2298.86399028505,2103.07784650615,2929.10282978545,205.676309867405,328.330528563292,525.527553567814
"BDET_08554",9.02196150503385,13.0372812946334,14.0783850910195,229.261565367019,224.175793751724,87.339560909392,83.2332408022148,31,81.1366278340823,20.1346135907384,9.04374325456061,9.15150666984188,48.0931448050979,54.074808185277,75.2995512123006,12.010348836578,16.0714033433639,36.0570001479171
"BDET_08555",89.4741658259596,136.767918071897,153.871094886183,46.4220933253216,111.566687515873,58.2893700814267,34.9952436548304,13.9699258323527,21.4775961797172,125.256334170589,88.7622878637719,88.1626342685234,38.9531130764463,117.097060253032,72.003155452561,52.6227959301921,69.9601469737263,153.242871417007
"BDET_08556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDET_08557",0,0,1.72500462496525,3.74924549985319,5.30515534172337,2.11261548873869,21.995094345915,5.245401485914,9.01275107432833,0,0,4.38876897241857,0,3.68357763894299,0.311148342213274,4.72985315048476,4.39303258186542,5.96365136048449
"BDET_08558",0,0,0,0,0,1,0,0,0,0,0,0,1.83333809691907,0.383818264424472,0,0,0,0
"BDET_08559",33.1629300805063,52.7223821454439,96.8271449790585,41,32.6124886959922,15,25.4575750080751,12,10.3471211964729,69.9368385385766,55.2377668551402,65.3242289745369,37,39.7429021743129,67,11,12,12
"BDET_08560",1298,1845,2879,3126,4365,1566,2631,1796,1516,2810,2498,2913,2909,3837,3844,2538,2320,4292
"BDET_08561",90.6697951135495,123.576081301851,159.582437633221,44.321864332884,57.6727732029375,20.1818164945999,32.9465041335022,17.5718182670354,39.6327820368666,67.1017985663142,82.7651674109733,53.4425360492462,36.3231569020763,20.5985613534339,41.9871343660764,23.8816838161155,20.5504544694764,36.260183207916
"BDET_08562",213,313,395,387,296,142,169,68,133,390,302,453,255,241,340,17,19,53
"BDET_08563",245,581.999926388219,735,540.69962911169,439.380700577188,201.660539463194,230.22443194758,141.978290016963,220.737192828161,464.69398989013,445,551,325.326927219487,307.370047647229,454.468477367847,13.7177570863415,20.5545472933486,31.5488161320793
"BDET_08564",276,362,511,362,346,160,184,73,136,420,382,474,261,275,423,10,24,46
"BDET_08565",670,1206,1581,368,368,326,308,122,218,680,718,955,628,627,771,72,107,277
"BDET_08566",2793,4541,6456,7855,7634,3597,3797,1995,2613,8603,6896,10208,5347,5625,5961,1599,2113,3255
"BDET_08567",333,575,796,481,446,312,217,92,191,605,517,792,415,425,559,35,42,90
"BDET_08568",899,1621,2236,711,763,433,839,248,495,1104,1190,1710,1358,1234,1428,246,402,649
"BDET_08569",58,108,123,42,35,27,24,7,15,83,98,85,64,51,58,4,1,4
"BDET_08570",179,361,439,244,177,103,94,42,62,272,246,359,196,169,270,6,18,36
"BDET_08571",150,235,346,90,96,58,39,12,29,136,106,146,89,101,106,8,13,32
"BDET_08572",107,149,262,238,244,137,173,107,117,252,206,281,195,165,238,87,96,169
"BDET_08573",702,1028,1650,1403,1308,732,946,345,703,1526,1347,2074,1413,1339,1512,105,193,315
"BDET_08574",723,1013,1432,1073,973,498,547,202,449,1158,946,1425,933,762,1022,35,77,161
"BDET_08575",1964,2943,4151,7519,6236,2796,2874,1192,2238,6604,4963,8714,4900,4757,6396,159,229,400
"BDET_08576",289,447,705,111,88,60,226,60,65,122,103,154,139,247,244,86,100,211
"BDET_08577",219,391,635,129,187,118,231,120,102,144,148,139,220,263,282,178,230,319
"BDET_08578",1394,1600,2728,3575,5275,1706,3267,2455,1599,3618,3529,3696,2671,3944,3878,4205,4126,6788
"BDET_08579",740,923,1329,664,751,360,1255,562,700,1812,1634,2433,735,546,645,58,84,189
"BDET_08580",1214,1454,2176,2040,2938,1073,2112,1273,999,1741,1503,2034,1118,1982,1789,1152,1216,2144
"BDET_08581",1121,1949,2600,1897,1692,825,1152,553,726,2428,2145,2849,1261,1192,1474,97,202,345
"BDET_08582",395,518,961,632,516,287,310,142,236,631,556,762,522,496,660,46,90,149
"BDET_08583",139,187,268,217,240,126,179,70,135,293,222,334,188,186,221,13,26,39
"BDET_08584",76.6508870625072,122.906067534545,158.65724628823,273.383354675728,385.843766506722,114.002241160082,166.649211145577,75.8530645960069,96.4288999491388,207.917505954448,179.761650659142,248.986074650412,228.904724788739,282.071556279797,283.708577386696,282.390572260921,440.625525092677,465.396702164323
"BDET_08585",47424,72496,105034,103422,83639,36384,35866,15934,29882,134931,115159,188740,69071,65727,98111,2323,3234,5515
"BDET_08586",857,1313,2564,399,389,281,652,238,294,501,445,676,676,925,909,244,424,673
"BDET_08587",145,266,391,198,133,99,106,60,77,208,211,249,163,149,224,17,23,49
"BDET_08588",223,307,458,73,69,96,115,41,51,105,105,120,136,234,190,60,82,173
"BDET_08589",102,170,309,43,53,44,67,18,41,70,48,80,113,97,140,25,50,87
"BDET_08590",1304,2132,2941,1974,1769,821,944,422,723,1869,1526,2555,1360,1344,1682,197,264,592
"BDET_08591",1537,2527,3769,2561,2208,1162,1471,578,1157,3661,3264,4570,2381,2118,2686,122,226,359
"BDET_08592",946,1292,1955,907,866,438,456,190,419,1308,1198,1591,1107,952,1221,65,118,207
"BDET_08593",709,930,1181,714,615,286,329,115,283,984,788,1258,561,655,723,42,78,160
"BDET_08594",22,18,29,18,22,15,13,4,5,100,123,142,29,27,25,0,1,5
