"","CLFT001.rep1","CLFT001.rep2","CLFT001.rep3","CLFT023.rep1","CLFT023.rep2","CLFT023.rep3","CLFT026.rep1","CLFT026.rep2","CLFT026.rep3","CLFT044.rep1","CLFT044.rep2","CLFT044.rep3","JEL410.rep1","JEL410.rep2","JEL410.rep3","JEL422.rep1","JEL422.rep2","JEL422.rep3"
"BDET_00018",36.5504807591851,41.7733303973576,41.6197030563263,38.0707401501827,28.6514741167814,37.1265222286889,19.4663832457415,18.1714240949505,29.8618785618587,36.1107011684028,36.7897396044534,36.775059134883,31.2368041152987,22.6292064971117,27.1398861692889,5.95310828783904,5.51399328689643,6.25908830292001
"BDET_00019",18.9396631527518,19.1892307345987,18.6166752409163,23.9204505299852,25.0424513058729,27.322060397193,26.8812379537184,28.6573366099457,29.2692215429019,25.6401820967059,23.0449715209879,25.2917934695572,18.9454835783724,15.4050496015277,16.7424570930441,15.9423388474526,17.7336815933342,20.6759727700925
"BDET_00020",3.2006237167895,3.70096722533416,3.62411368016997,4.01260914733568,3.68196978654021,4.27495279984369,3.54553027036572,2.43080031155614,3.40414359620074,4.70374414458002,3.89230301277601,5.80341834458014,3.66946613830884,2.85211693287378,4.14349726272487,0,0.764328863643441,0.798843908528237
"BDET_00021",8.65937943960138,7.38387213896537,9.14223054187919,1.81945281340173,1.74513382696985,3.56628604646855,5.58187285064176,3.85334855635948,4.23005462152737,2.28797531520077,2.34430327809343,2.35573495389603,4.28310341722638,4.79579346440757,4.04757433263479,4.72656219306055,6.98005790354846,6.86873393157025
"BDET_00022",5.72397818286273,5.86995817989238,11.0953833009318,0,0,0,1.87212172154942,0,3.24148428029618,2.86590458013013,1.69256800769599,1.22296614031776,3.78146759043483,4.58884976667072,2.85019069967808,4.8236902759697,4.27949463898,2.70151197257141
"BDET_00023",61.408786721139,64.0824622930729,67.4637119575624,56.9058583578028,55.6755871140628,55.8951176298278,77.6266639696639,90.5711710576534,73.5948448060273,62.9322905322925,67.1733723514251,58.9131693693921,69.6580442067506,68.2210434536361,69.9811810269526,72.0724672536435,64.9047530865595,67.0863829054729
"BDET_00024",104.887897512407,109.256141601235,104.55402487876,135.339215744961,104.632396600233,118.290692620023,85.6015229673741,69.5254544235211,116.377371268785,130.954927129261,123.701152547069,143.569091984724,112.809294181966,83.5377894836192,102.885954971117,13.6512212387373,16.2508650033902,19.9280677442413
"BDET_00025",151.807987915409,143.991937699693,167.244430958681,221.209699538563,314.352111941491,245.149875677382,307.530555451415,343.132418677462,265.446599205634,237.212257870026,239.605402448999,199.431249280878,232.15312188112,267.408117094457,248.16247083673,297.973848064648,296.081733841197,277.333130763979
"BDET_00026",26.5234460624395,22.5440446089063,28.4856691849975,7.61327376794823,10.6698593935399,17.504849525306,15.4742024031427,15.0142009950445,13.8023517844821,19.7403419475685,16.9576774394486,21.1360474298217,17.0487734080038,12.2600661728161,12.136210232129,1.20820232031692,2.14379243143261,10.8264763179674
"BDET_00027",8.55756424765987,9.19270170608178,10.878354799322,8.11758539821674,5.79755287879896,9.04873857366067,7.68278462998069,7.10860785596916,8.63390710072753,5.6184810003626,5.23973182648158,5.60834741795936,5.89539130663452,4.91062396056813,6.85626126347692,3.72413641700206,4.72530106332596,3.96683306997229
"BDET_00028",439.232093880347,445.94709718168,482.352917926105,474.683434578691,558.910761154422,471.258542992496,624.365482224587,747.786302794441,573.101668892547,474.925374627466,471.43797026506,454.408552597685,497.525861769991,550.452934797428,509.445889686704,845.954583643779,920.765971985757,779.222318515325
"BDET_00029",18.6126951887221,16.3832247096853,20.8193422215197,3.29446893345635,3.47159086485736,5.46882485395047,9.04679985533109,6.1241794931411,8.08863950249231,4.46717406248312,5.03043106535747,5.66826340476739,7.48086208003668,7.25726253429477,7.43976447851083,6.40624315234408,8.04228931524934,9.66660662230658
"BDET_00030",10.6015535829794,11.4932538250366,12.2859315543002,3.68733305873052,2.79872616356344,6.4042030633216,5.11893483335067,4.18470776654598,5.47192184111858,2.8663829172553,3.20859039596438,3.50674690719632,6.18187545154853,5.52252269076539,6.10007329767853,5.34009028412609,5.52401651590962,9.03419485053341
"BDET_00031",133.451393269452,135.335819107089,151.870268701691,152.405742229905,217.743914229943,190.162631039747,265.803587148857,303.247904421098,187.55335752104,128.620075219203,144.627855019166,92.0399867712413,191.150217604255,242.576992565633,214.598093336285,328.793679601508,317.745951133169,300.938291020212
"BDET_00032",169.266835697044,155.41790921684,180.883113515098,318.074212341995,427.762215270593,371.185329471259,518.546234503315,694.975569822993,445.006252708483,280.310396116407,304.424862609694,206.023029964488,308.127110652526,354.556763905437,322.780612477353,577.790183155105,550.207274610217,505.208411640723
"BDET_00033",123.183377666964,124.16239466545,149.857415648839,181.625492811761,254.493670021198,209.665529065391,269.35649727615,329.569908655284,242.428450826705,225.018088722457,227.210593980152,171.264009202386,213.898344143297,233.350604604519,207.067401723206,228.458618882236,219.722582110981,220.458066000816
"BDET_00034",32.3499588627812,30.5464876468625,39.0083930204432,38.5840822722548,25.5643138744986,47.2053049634767,27.9377082726887,25.1015051896911,37.4040537565979,34.9343543947297,44.3072090540476,46.3189164835385,40.0369231299551,25.7216734317519,32.7218539560138,3.67851909438461,5.70275534947719,5.87043690151119
"BDET_00035",1.07142765124883,0.731909150671973,0.575628855194105,2.89400932272774,3.45006699256778,3.08707838623464,4.62632996071644,5.37313898284918,3.30361901386621,1.19440069873524,1.19656745042056,0.782595305910711,3.11033243813171,2.51964299506397,2.47228595405272,4.14996638549494,4.6967497108558,3.57908353346428
"BDET_00036",145.754393457218,130.656334250532,150.246871334286,212.873173366985,299.171602896205,239.614937304281,331.630980633751,408.203839812707,274.226898175647,206.394598640515,212.890341101141,163.518206745415,264.114825200259,294.069827779828,258.264535521639,502.409993962097,518.92279889853,453.249232007477
"BDET_00037",69.3760032127213,63.1380379438336,67.6499274187886,63.451086415279,48.6376555720206,49.969875524345,31.8068518721343,28.3799062242812,52.295818451787,66.1415318199381,64.5741197517897,74.3372860161749,47.1206617506766,38.8380711849421,48.4141455684718,6.47631489049512,9.42323652556719,10.6961365631213
"BDET_00038",30.9204931915121,25.8325625211905,26.441136919465,7.94280629065814,6.75223068154202,17.4116536967503,16.2216053924154,9.51783331938793,14.918140209938,6.37244444361134,6.92442308839375,8.07701602071991,10.4774565263231,12.1265202485442,11.9180994529217,10.0154077713651,13.9554625447105,15.3908407504598
"BDET_00039",1227.97502957736,1014.40204996021,867.208621338633,2399.37138139783,1907.81576005607,2197.529426346,2575.81403513297,2259.10975644235,2948.10183502189,1576.56887004758,1207.27411274208,2171.36925581195,1070.86908903797,1168.56438464374,1157.52158477903,444.326468621055,490.91667525051,578.172464485609
"BDET_00040",404.295608169841,461.536867877394,462.585342268295,79.0811300940953,82.9568638250251,126.966566416459,33.9943794364402,21.2254126537275,62.9460864011906,123.999593958365,138.057765210336,150.376542758728,92.6997274856784,79.0191383957661,76.2512672109448,20.0474552532328,18.5511183507655,32.5419318585673
"BDET_00041",552.319416216355,535.381404631749,595.047491352305,1142.57401396694,839.729407516735,1059.26130951761,1035.55713183369,891.270794932522,1227.88476820577,949.666392726336,853.336710931743,1004.67695388974,882.333508809663,670.128038775753,751.146722248092,118.468299304335,171.270272740766,187.590693506673
"BDET_00042",738.252233165484,617.494752228244,702.092152540359,294.816502146041,273.320727216576,437.832790200443,915.543703929689,578.634605711066,590.094387545005,285.170719358181,256.032660023571,242.849557713686,756.659198671344,994.066147432473,872.82801978051,511.453483232877,736.708213992166,762.958572004889
"BDET_00043",31.4876225164534,17.2216847748016,27.466082757878,22.8250111491817,14.6756329391158,27.8587063110726,19.2239556163429,18.1038828344393,29.7190258681061,26.2755839570596,32.2775165799266,30.9466872084346,13.174514790219,14.585004733737,22.4731018493555,3.53801811010299,1.56943425764999,3.96294029541367
"BDET_00044",4.99914949143737,5.88655339432419,5.98628406839561,6.92798730593947,5.41015490062316,10.957912548161,5.82208976018153,4.83873784090513,6.90292485752981,5.06170615537325,5.09610182837638,6.00795068500352,8.30048263189439,5.49626535151614,6.76793561987741,0.662026378642574,0.327595646942427,1.42185098763844
"BDET_00045",31.1710394696657,29.834164689319,31.8075507696232,11.088565347117,11.9603337507976,16.6989604003236,9.01754827313307,5.5405805092124,11.659700544936,11.8186687824385,11.1631336005331,11.1697503499803,14.9327371431044,18.8535629188001,16.2418166192055,7.21746971126083,14.0135516504087,13.9187474131453
"BDET_00046",10.2430416144547,9.65204003958052,9.90281531904166,14.7528601726369,12.086188639697,18.2034959606472,19.6449353055782,17.5098800393335,22.9159830900349,17.5318529115105,15.1350258744312,14.4423900057901,14.3781744392,10.9960534258007,12.0965016673713,3.00703288441614,3.77172367545148,3.97875350803634
"BDET_00047",43.7367599584054,45.4996016778961,42.2490778746822,40.6549607053846,31.1505303639324,35.0661435001737,25.5469182823294,15.9016351651018,32.9229658153408,36.81237644681,37.4292241545919,37.9734609557212,41.2360810750155,26.8665109746194,35.9290693776339,3.26355820182466,5.58262477981893,6.69116531833501
"BDET_00048",10.5363505181001,10.3001966235465,9.99326334057612,3.16029087735603,3.44805618456078,4.23413339922333,2.23816786513918,2.03514737980156,3.90483316207967,5.43863961797973,4.97263458934478,5.35902479041807,4.61748296527028,3.82230177866985,3.9349563964336,1.10639491500067,2.31536142794917,2.48190188535213
"BDET_00049",18.1686226214163,21.6313495947427,19.8531468350319,15.2802220047908,12.2971758358479,12.4296658011432,7.8621827674078,7.92884855965602,11.7756137558025,14.4198232669553,15.2971320648697,15.289643612819,14.0919900102636,11.4169294314955,14.9381651403816,3.31637020356362,3.2315290646762,4.17237928332805
"BDET_00050",62.705901280436,53.2628142542787,67.1053879047432,65.347249766607,61.2797588688669,75.1489768970948,66.4988851912413,82.8163340389508,75.8629176730115,69.9271084886905,65.3184084350835,69.7280762674828,76.2611183147018,55.983195968394,63.9849303439208,45.711928552408,41.3482023815606,40.5809289982322
"BDET_00051",693.830480964637,607.585741477174,653.93555749976,1516.21588243864,1086.89505840332,1292.30066195905,1405.47569981041,1227.6714561753,1774.30118729875,1065.7056771244,862.374904171787,1444.29452652933,780.47946846385,721.789740887451,774.18469201988,112.296756041703,149.477269297951,201.370426341872
"BDET_00052",93.3575616491646,103.534198797795,97.1950569489725,102.307515752,76.9372301152361,71.8435116313734,71.0381836821959,69.2305696757209,97.4290404741998,99.7349358801013,98.9938725444114,100.738782287435,91.9172777477787,68.4899835544064,90.0418261216247,15.2775340968923,15.1533062695172,19.8149892157965
"BDET_00053",52.3331436745374,60.9137591139153,54.3248433564524,35.3319174989013,27.3917994498869,31.3234538454858,20.0292341743529,13.9510488713218,30.1575367169869,41.506080781043,41.7432368116076,45.8147457189522,40.9736161418162,30.7732355322798,40.484731481738,4.82477958564594,5.88889402131338,7.81520740837321
"BDET_00054",21.1696745857302,29.0142516115762,29.1552044220086,22.1801681704768,16.7022740921909,21.2072976195022,14.8748426802301,11.217948701731,19.2725571391672,19.5684581436746,20.9364913984736,22.6974577771303,25.03303827686,16.9878500506064,21.371169072076,4.52609629846447,5.53182092295171,6.61126366722198
"BDET_00055",15.2718236626159,17.2560463635027,16.2749256387644,25.1345149430703,29.0982793413029,34.2998522596983,32.9437697537156,36.0633947062129,29.2273039114468,25.9337390428648,24.8102123395301,23.6452142366774,23.1140405933869,18.9121209037098,19.2999988279194,69.4834121261682,55.8885002016497,65.7547282073549
"BDET_00056",28.1987353374019,35.3607772658937,30.8558841248426,21.3802795891866,15.74467886903,17.2591888315136,10.2072291136081,9.04803382721117,13.2873068478171,18.2745308970736,18.736631165787,19.6112306044009,17.5304954758605,13.9886271655248,15.8637753294026,2.42357827098142,3.54093657555301,4.20727652934041
"BDET_00057",501.194700663809,697.714578154024,484.378850595348,305.885538298899,238.800609220156,73.8940034562581,270.486596182618,296.465377170438,349.833565187378,392.695468998428,380.879733386637,346.862267672905,378.938447869244,300.28202994863,410.465455678589,76.2984596001556,103.276290620961,74.124616099125
"BDET_00058",31.7551420715498,42.9972130306386,34.2166856218447,22.1256236415753,16.1405780621427,12.8474490352926,15.348106148587,16.81661849602,20.0037726057857,18.2466251859507,20.4205820023634,19.2310427553646,23.6662660125671,16.7485223340969,25.1743462118876,4.07913040579339,6.00249345356476,6.15877740821986
"BDET_00059",17.1624592108289,17.4288724429005,18.6131023931193,10.0949388171196,8.54390464659346,12.871043276873,10.0205767646336,11.1180413303115,11.8617276003991,11.1808153503702,12.5733497269829,13.5929042376408,9.92257304502018,8.17488472382193,9.35780009789177,2.92257824342278,3.08976034355631,4.47806181850801
"BDET_00060",28.0375225723933,29.0205583073874,34.2253192563158,27.7483691196928,28.7261846495809,30.0229271627915,42.8726278804705,61.1245700963248,40.9424729798708,19.0094915078113,21.8567309567225,26.3481436938602,23.3178520998259,26.0897577720983,21.5242010988381,18.895372434951,19.4773547340145,17.6485905125793
"BDET_00061",5.94166712441646,3.67227769067925,5.2114059612485,11.0025761412669,10.6708363412322,9.53286446879175,9.19985774188626,20.8714199900618,11.4639037300099,7.2093153185661,8.52063143936168,8.02226656187475,10.6007252986974,13.7594988267091,10.8693649725057,26.1438719150365,15.0320189809269,33.2504952266993
"BDET_00062",73.0959747623503,89.3464521983747,51.523470491312,20.4751382144842,21.4800116899349,18.8135966920099,22.8205542664104,15.0095368207805,19.0664158088614,54.3424680710042,39.298767529617,53.004654510759,0,18.6455282109977,13.6030389091207,7.46656685495131,1.65605226492939,11.1510861870726
"BDET_00063",354.111075017686,347.479175766434,449.642780291176,1055.71985621779,1677.60044298411,1796.69837995502,1207.8961252783,1230.03483587086,773.462448322069,352.613668821406,452.883034471655,313.047033730389,1379.32955672827,1816.55138685693,1405.35308624241,13104.5899115169,10338.8260195654,11871.6386266334
"BDET_00064",11.473809715244,14.0010609040999,14.0987152213081,10.1022057081359,7.08838744483835,15.1482322505253,13.741552978603,9.91982919713655,17.2885064565484,8.23865707452853,8.97026047081036,9.58480396098436,12.1408496372816,9.4519962811697,11.9515891589766,1.97351016044096,3.93421280738287,3.90955400325522
"BDET_00065",70.7770979718644,64.6098165046685,74.2723549710745,123.477747003201,139.561346889692,128.014296370245,136.596615977908,168.778319186663,123.00616874026,119.371127028417,126.180889835491,110.228771781635,122.333284914436,122.313837840532,114.591647481519,171.070375900306,150.000808882307,148.923167003214
"BDET_00066",19.0267141097816,18.3176880586618,18.2154686674925,22.8228671311781,18.3896201372635,19.1301603137659,19.6797646189546,14.7250113647183,23.2071742074473,25.1919290981178,25.3746751484448,26.6149623242694,21.4077031507766,16.2941282681652,21.4017161546599,1.8000683289974,2.77310568106831,3.42481595850237
"BDET_00067",2.18921429126052,2.38700437053579,2.14658927021488,7.44950062966634,10.9960377028617,7.69237115003507,6.87563081662143,5.61130561165392,4.76004443136429,4.2598095677884,4.8865576950826,2.83576476128908,3.29676550132488,3.46213492446235,3.34156658752396,8.56985152125464,9.69849767355812,10.4141458722261
"BDET_00068",8.40972630112088,9.78721900095245,10.7543103507033,25.2684254973279,32.5425887231009,24.689180840849,16.7954896002648,23.6883074564386,17.1152442612527,16.1303137907544,17.2421571973066,14.3168499841071,13.7084046422015,12.6885512235788,15.4553025185692,34.504651523209,37.4571558267073,34.4268889171536
"BDET_00069",66.924334417582,73.4838274565927,79.1134547902085,132.820104131662,184.772792171928,137.801014702342,149.241206537533,188.643632879832,104.509907460685,155.862722312576,162.512798749033,110.490964484823,147.375475311438,123.563324047415,104.516875817126,410.168974784128,366.927281840802,404.873558726469
"BDET_00070",40.2384076040927,34.7412962656888,41.9176122406347,75.7404716462955,103.252483557552,93.9733202244667,81.9332964992141,86.6272022847979,74.9634837240153,90.2107204395775,91.6173630823754,74.3187670345354,64.1610733523609,72.0796114592054,58.8520397837595,217.1925618293,178.780108938643,187.239446925529
"BDET_00071",39.3104295760498,41.6351006377852,38.0398441010504,45.3429263183845,36.1483324934089,44.712992931386,26.7554942066111,21.7724559469194,38.9237006249564,48.4547093314055,45.1025457729512,50.6413705917487,38.3607223625412,27.8114978118842,33.2789792294966,4.02148849664251,3.84373658073162,5.99297495884994
"BDET_00072",910.261200035965,846.45917150793,749.948735533035,710.721252248514,583.280689349832,715.86203545336,490.615234374589,364.232242159023,645.179313677583,630.652801246843,606.321073212747,758.710724165394,601.035511865402,592.145736347572,631.862883869852,164.580906885449,220.082330042465,299.099914642468
"BDET_00073",31.7384371312346,26.9985978495589,30.5661452085481,4.87656515347595,4.06663175247468,10.1591337186434,17.0555877899449,11.7728353107184,12.0601512303203,4.14775429063436,4.4747294177578,4.61680485684632,10.315232506784,9.74460391103478,9.91559182607953,8.54067511861087,13.6676443876905,15.3386081692051
"BDET_00074",6.5709731721725,9.01510853225018,9.57484066537828,8.14748340532493,6.18535975819696,13.128095497594,6.99900379909587,4.32102815324472,7.75020459326632,7.8376209294733,6.55603088273983,8.62332334729131,7.29957895751413,4.51690782293235,6.51545954208517,1.6348264544189,2.64468720041901,4.08077663995658
"BDET_00075",5.69108907978476,6.37365962762869,7.54496927957172,4.27608993114733,4.19273591007852,6.30945384467482,3.89335819956691,2.61131452185585,5.71761652714263,5.89214836294319,6.25104507114448,6.57216174022304,5.52517642743165,3.94290515930424,4.52320197700508,2.30247199111779,1.5692307426752,2.78345017095705
"BDET_00076",2.30078746067906,3.57200929864712,3.59450372101611,3.39397217158435,3.03608401043238,5.28477528759682,0.917221233811795,1.53805065124935,2.80445992889675,2.92755482151975,3.7336498867334,2.86058814293051,3.5398508651927,2.46536514171125,2.05394253902192,1.27414187741407,1.12073975088501,2.01470696936558
"BDET_00077",306.076910690317,279.87078896483,353.592562114866,278.437744119429,213.277540546722,224.354730335062,208.893081261521,156.443644353395,277.973731292287,353.466350966988,318.313117698514,340.541858403469,305.499343807171,181.818096348072,235.925019777802,38.3310511445122,38.2574768085076,42.9346776695069
"BDET_00078",3497.79540827182,3286.25227623173,3630.67906847401,2930.24417096404,2404.63322497355,2725.28684995883,1919.35726218083,1379.21728777865,2536.23556809637,3161.67667916851,3023.66054498264,3829.82089663326,2939.71017225014,2900.5116884801,3038.41732693845,1143.4661151107,1605.08661892599,1843.73793708899
"BDET_00079",6.29670423124592,6.3564700942389,7.08177462213463,7.96559389703223,5.90986672186605,6.47085244769411,8.14253391954921,4.84092646140953,9.22541520152564,6.06011307670063,5.72260781891798,5.92396658496728,5.91529814378822,4.63888047201202,4.67648561526552,0.657747901189452,1.0730564757581,1.17445569022858
"BDET_00080",248.384776451133,443.563081524078,411.947470737564,3.24871913906018,3.8631672245857,2.27336571389481,4.2019835509702,5.27620984270508,12.1258707609213,188.687621355864,225.405828135368,187.571695953422,11.3166891024467,5.72204936590023,8.52968358436544,7.21785945193931,0,18.1906583436772
"BDET_00081",27.6987103850329,28.2964469596976,28.6229513591302,8.1336731935017,7.49513970643736,10.9974337117324,4.15812359939874,2.25330742216896,5.76966224011733,13.0231382206387,14.7764540422964,15.371124091538,10.9948372742138,10.2079156039344,10.1792921300782,1.86290334215834,3.59867831025537,3.18310828802352
"BDET_00082",51.8338188746812,55.5480702106315,55.5094157270333,53.8573838557131,39.1016949991055,42.3912104133246,28.0866714838977,20.500378208649,41.945183886824,39.8730713661017,39.4157393737991,44.3748650994892,42.2422370123659,29.8323618513605,35.933565459619,4.97549668311293,5.93299269541228,7.51663953188218
"BDET_00083",33.9292737868607,27.7525030893435,30.2113761122409,10.0892421735599,8.79735587849815,11.6679112027491,17.3351949879321,15.7776594589536,16.0448381699529,13.2487286588536,12.1707442640256,16.8387209331499,10.0357708071004,11.1789089466412,9.24701412123519,6.41217604311544,7.98096667873058,10.7147432235625
"BDET_00084",47.6095697685818,50.9528929828348,45.4438084930007,26.0301873998001,22.1768728839703,32.0670735963698,23.5204064017671,20.0201738003799,26.857513537567,23.0914500180329,23.3255901913029,26.016228923663,27.0782676032641,24.4298921406194,25.8743782403734,12.7450861695653,12.9357329469995,15.9697711227596
"BDET_00085",12.0566174375296,14.098791003798,14.385504358211,15.7722212831,12.6985295878278,13.6914403640788,9.45956480402799,6.29373802252254,11.7468359645326,16.8150946993356,14.5201108236132,15.3266209575223,12.3336724110368,9.88885004058778,11.6848135700417,0.717732541736349,2.96255814443982,2.9802004757849
"BDET_00086",65.4557907492437,65.7990262129476,64.5544858812303,76.6264724580829,64.1648179144173,61.1013054229025,60.4723683962964,71.1429845589739,74.3503682118535,54.8790799509997,54.6104127663138,58.387198267298,36.9594394044543,32.9044569952144,42.5323585496197,10.5520463804615,9.80190964512562,15.5375786626545
"BDET_00087",30.7072955990122,29.0723942185797,29.7970905476086,24.4493124159118,21.3686356315606,24.0129529290702,25.0117789209015,24.7513785280033,24.7436568478663,18.6722750879154,17.8462671410407,19.1797826620418,27.3449296941812,18.7568320260569,25.1199916422582,18.4249938075942,16.6095268487025,20.6286100615753
"BDET_00088",66.4258823262628,57.2852676796933,62.7923449374176,11.8760103606007,13.4791567979071,17.0628980081905,20.7387011255794,13.9529336822206,22.6289530244199,31.1433161092839,43.8659805523912,51.3278287719456,17.9308085335651,13.2654556278552,12.8318442719265,5.18065398324231,6.05378885601117,6.3605361582521
"BDET_00089",96.9736860440182,88.4093565510223,90.7607580175735,95.3559538235771,69.7415779469378,86.9364703279782,49.5412420384022,36.0978204485051,72.2908110927195,91.5271050940835,98.150683777572,99.1329148673083,94.395306987498,71.8314488065074,85.6462420538214,9.21958467578438,13.3044152862846,14.4000746017449
"BDET_00090",287.150062706616,291.614355784582,334.035281167816,325.339899075584,236.084876810287,304.127605090383,184.187084165693,147.694806891105,258.917549991892,337.09521093841,282.757392950361,360.961413180026,280.869090044945,211.580016163657,279.719465749246,37.5900685830459,38.560080869988,38.1573860078458
"BDET_00091",1021.45458055213,1044.0341975189,881.036550009375,1240.37544827206,905.739226395133,1001.06261019551,926.954068316631,762.67061064948,1174.62152463422,1150.09000269848,981.460009358251,1297.04131213537,743.014848563702,627.917309749909,767.637474464783,88.6689930978366,132.069876671953,158.617596201847
"BDET_00092",97.4328181669558,103.32325818471,108.177306855982,40.9909371687354,33.5813432787879,37.8838770505077,19.0654326710145,12.2260009584627,28.0397237217393,101.492973310746,102.777570189802,117.092196892059,56.8339626602878,42.9965230230918,50.7213982117409,6.907449199394,10.5176262484292,11.9043032165429
"BDET_00093",58.5229260924535,61.0629804300911,69.0008579061453,36.7817726268876,32.857022934534,33.0335836041691,24.2118282606351,23.8717043100904,32.9832724659882,40.3237658743668,42.5155166862034,41.1335906072603,54.5267500223887,39.7147863306562,46.5615054442233,7.78976218044424,9.45004567815362,12.8069733034643
"BDET_00094",15.7251242236791,16.2553832207555,17.1045425756166,12.2733313627256,9.49432545734854,11.2674431957502,9.31036429941166,6.61587490773219,10.8209929766298,18.109832853797,18.0344714508015,21.283339936155,10.4149949879827,9.03226140914201,10.770657444152,1.23067487970173,1.2822575814853,1.16116959734921
"BDET_00095",73.4785625654072,58.442098435571,50.6032679884915,58.1237863473192,42.6048951979306,63.5124899507772,37.1670629068918,29.2684377843226,61.7458607947821,88.3139977051748,63.485923026776,95.9134284709284,61.6560350179887,56.5579102901372,66.5223841385751,7.06029367186751,8.26165269395742,11.2816965847782
